DateReceived,Product,SubProduct,Issue,SubIssue,ConsumerComplaint,CompanyPublicResponse,Company,State,ZipCode,SubmittedVia,DateSentCompany,CompanyResponseConsumer,TimelyResponseSts,ConsumerDisputedSts,ComplaintId
2014-12-31,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,,,"Enhanced Recovery Company, LLC",TN,37932,Web,2014-12-31,Closed with non-monetary relief,Yes,Yes,1177429
2014-12-31,Debt collection,"Other (phone, health club, etc.)",Improper contact or sharing of info,Contacted me after I asked not to,,,"ProCollect, Inc",TX,76133,Web,2015-01-06,Closed with explanation,Yes,Yes,1177679
2014-12-31,Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,,,ACE Cash Express Inc.,OK,74421,Phone,2015-01-07,Closed with explanation,Yes,No,1177274
2014-12-31,Debt collection,Payday loan,Cont\'d attempts collect debt not owed,Debt was discharged in bankruptcy,,,Triple AC Resolutions,AZ,85225,Web,2015-01-08,Untimely response,No,,1177124
2014-12-31,Debt collection,Payday loan,Improper contact or sharing of info,Talked to a third party about my debt,,,"Featured Mediation, LLC",CA,92509,Web,2015-01-15,Closed with explanation,Yes,No,1176744
2014-12-31,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,Speedy Cash Holdings,AZ,85023,Web,2015-01-07,Closed,Yes,No,1177143
2014-12-31,Money transfers,International money transfer,Money was not available when promised,,,,Western Union,NC,28206,Web,2014-12-31,Closed with explanation,Yes,No,1177062
2014-12-31,Money transfers,International money transfer,Other transaction issues,,,,Capital One,LA,71108,Fax,2015-01-07,Closed with explanation,Yes,Yes,1176354
2014-12-31,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,FL,34608,Web,2015-01-01,Closed with explanation,Yes,No,1177925
2014-12-31,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,TX,75007,Web,2014-12-31,Closed with explanation,Yes,No,1177340
2014-12-31,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Carrington Mortgage,CA,92801,Web,2014-12-31,Closed with explanation,Yes,No,1178042
2014-12-31,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Citibank,TX,75063,Web,2015-01-07,Closed with explanation,Yes,No,1176824
2014-12-31,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,JPMorgan Chase,CO,80301,Web,2015-01-07,Closed with explanation,Yes,No,1177277
2014-12-31,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,92656,Web,2014-12-31,Closed with explanation,Yes,Yes,1177472
2014-12-31,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ocwen,VA,22042,Web,2015-01-07,Closed with explanation,Yes,Yes,1176547
2014-12-31,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",CA,94605,Phone,2015-01-07,Closed with explanation,Yes,No,1177894
2014-12-31,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Wells Fargo,FL,33823,Web,2014-12-31,Closed with explanation,Yes,No,1176548
2014-12-31,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Citibank,MI,49017,Web,2014-12-31,Closed with explanation,Yes,Yes,1177449
2014-12-31,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,CA,94595,Web,2014-12-31,Closed with explanation,Yes,Yes,1177550
2014-12-31,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Ocwen,IL,60680,Web,2014-12-31,Closed with explanation,Yes,No,1176782
2014-12-31,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Ocwen,MI,48708,Web,2014-12-31,Closed with explanation,No,No,1176514
2014-12-31,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,U.S. Bancorp,NV,89508,Referral,2015-01-07,Closed with explanation,Yes,No,1176888
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,TX,78666,Web,2014-12-31,Closed with explanation,Yes,Yes,1177328
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Caliber Home Loans, Inc",TX,78666,Web,2014-12-31,Closed with explanation,Yes,Yes,1177327
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,NC,28213,Web,2014-12-31,Closed with explanation,Yes,No,1177228
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,HSBC,OH,44117,Web,2014-12-31,Closed with explanation,Yes,Yes,1176738
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,MA,1501,Web,2014-12-31,Closed with explanation,Yes,No,1176862
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,PNC Bank,PA,19362,Web,2014-12-31,Closed with explanation,Yes,No,1177229
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",GA,30311,Web,2014-12-31,Closed with explanation,Yes,No,1176678
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,U.S. Bancorp,PA,16055,Web,2014-12-31,Closed with non-monetary relief,Yes,No,1176503
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo,CA,90650,Web,2015-01-01,Closed with explanation,Yes,No,1177912
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo,NY,10950,Referral,2015-01-08,Closed with explanation,Yes,Yes,1177182
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo,PA,17331,Web,2015-01-01,Closed with explanation,Yes,No,1177921
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,21st Mortgage Corporation,TX,76639,Web,2014-12-31,Closed with explanation,Yes,Yes,1177001
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,AL,36330,Referral,2015-01-07,Closed with non-monetary relief,Yes,No,1176763
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Citibank,CA,95341,Web,2014-12-31,Closed with explanation,Yes,No,1176711
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Flagstar Bank,CO,80126,Web,2014-12-31,Closed with explanation,Yes,No,1176944
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase,CA,93402,Web,2015-01-01,Closed with explanation,Yes,No,1178028
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,,50023,Web,2015-01-07,Closed with explanation,Yes,No,1177833
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,CA,91344,Web,2014-12-31,Closed with explanation,Yes,Yes,1177543
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,CA,93003,Web,2015-01-07,Closed with explanation,Yes,Yes,1177173
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,CA,94939,Web,2014-12-31,Closed with explanation,Yes,No,1177372
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,NM,87112,Web,2014-12-31,Closed with explanation,Yes,Yes,1176925
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,VT,5255,Web,2014-12-31,Closed with explanation,Yes,No,1176637
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,FL,32092,Web,2015-01-07,Closed with explanation,Yes,Yes,1177085
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,MN,55391,Web,2014-12-31,Closed with explanation,Yes,No,1176703
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Seterus,NJ,7740,Web,2015-01-01,Closed with explanation,Yes,No,1177908
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"Shellpoint Partners, LLC",CA,92101,Web,2015-01-07,Closed with explanation,Yes,No,1177519
2014-12-31,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Specialized Loan Servicing LLC,MA,1036,Web,2014-12-31,Closed with explanation,Yes,No,1176952
2014-12-31,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Quicken Loans,CO,80203,Web,2014-12-31,Closed with explanation,Yes,Yes,1177666
2014-12-31,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Security National Mortgage,WA,98503,Web,2014-12-31,Closed with explanation,Yes,No,1177232
2014-12-31,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,U.S. Bancorp,WA,98011,Web,2014-12-31,Closed with non-monetary relief,Yes,No,1176324
2014-12-31,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,Nationstar Mortgage,TX,78211,Web,2014-12-31,Closed with explanation,Yes,No,1177188
2014-12-31,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,DE,19703,Web,2015-01-07,Closed with non-monetary relief,Yes,No,1176614
2014-12-31,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,IL,60515,Web,2014-12-31,Closed with explanation,Yes,Yes,1177527
2014-12-31,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,"Caliber Home Loans, Inc",FL,32712,Web,2015-01-07,Closed with explanation,Yes,No,1177319
2014-12-31,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Seterus,CA,96099,Web,2015-01-07,Closed with explanation,Yes,Yes,1177403
2014-12-31,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,NV,89129,Web,2015-01-01,Closed with explanation,Yes,No,1177909
2014-12-31,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,VA,23462,Web,2014-12-31,Closed with explanation,Yes,No,1176644
2014-12-31,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,MD,20602,Phone,2015-01-07,Closed with explanation,Yes,Yes,1176704
2014-12-31,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Selene Finance,NY,14220,Web,2014-12-31,Closed with explanation,Yes,Yes,1177385
2014-12-31,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,U.S. Bancorp,VA,23693,Web,2014-12-31,Closed with explanation,Yes,No,1177377
2014-12-31,Mortgage,FHA mortgage,Settlement process and costs,,,,Homestar Financial Corporation,GA,30315,Web,2014-12-31,Closed with non-monetary relief,No,No,1177680
2014-12-31,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,JPMorgan Chase,CA,90043,Referral,2015-01-07,Closed with explanation,Yes,No,1176893
2014-12-31,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Quicken Loans,GA,30101,Web,2014-12-31,Closed with explanation,Yes,No,1176839
2014-12-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NJ,7401,Referral,2015-01-07,Closed with explanation,Yes,Yes,1176897
2014-12-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Bogman, Inc",MD,20832,Referral,2015-01-07,Closed with explanation,Yes,No,1177330
2014-12-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Caliber Home Loans, Inc",MD,21229,Referral,2015-01-07,Closed with explanation,Yes,No,1176551
2014-12-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase,CA,90220,Referral,2015-01-07,Closed with explanation,Yes,Yes,1176756
2014-12-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,,,Referral,2015-01-07,Closed with explanation,Yes,No,1177077
2014-12-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,NJ,7401,Referral,2015-01-07,Closed with explanation,Yes,No,1176895
2014-12-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,AL,36535,Referral,2015-01-07,Closed with explanation,Yes,No,1176578
2014-12-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,ID,83864,Phone,2015-01-07,Closed with explanation,Yes,No,1176999
2014-12-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,NJ,7205,Referral,2015-01-08,Closed with explanation,Yes,No,1176899
2014-12-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,OH,43343,Referral,2015-01-07,Closed with explanation,Yes,No,1176538
2014-12-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,PNC Bank,TX,77002,Referral,2015-01-08,Closed,Yes,No,1176902
2014-12-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Regions,IL,60104,Web,2015-01-07,Closed with explanation,Yes,No,1176660
2014-12-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo,CA,92377,Referral,2015-01-08,Closed with non-monetary relief,Yes,No,1176914
2014-12-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo,GA,30024,Referral,2015-01-08,Closed with explanation,Yes,Yes,1176912
2014-12-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo,NJ,7044,Referral,2015-01-07,Closed with explanation,Yes,No,1178029
2014-12-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo,NJ,7044,Referral,2015-01-07,Closed with explanation,Yes,No,1178030
2014-12-31,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,NJ,7646,Referral,2015-01-07,Closed with explanation,Yes,Yes,1177853
2014-12-31,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,NY,12833,Referral,2015-01-07,Closed with non-monetary relief,Yes,Yes,1176906
2014-12-31,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,WA,98373,Referral,2015-01-08,Closed with explanation,Yes,Yes,1177517
2014-12-31,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,HSBC,OH,44483,Referral,2015-01-07,Closed with explanation,Yes,No,1177854
2014-12-31,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,CA,92603,Referral,2015-02-18,Closed with explanation,Yes,No,1177490
2014-12-31,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,NY,12833,Referral,2015-01-07,Closed with explanation,Yes,No,1176907
2014-12-31,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,PA,18328,Fax,2015-01-07,Closed with explanation,Yes,No,1177458
2014-12-31,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo,NJ,8087,Referral,2015-01-07,Closed with explanation,Yes,Yes,1176908
2014-12-31,Mortgage,Other mortgage,Settlement process and costs,,,,Wells Fargo,NC,27615,Referral,2015-01-08,Closed with explanation,Yes,No,1177066
2014-12-31,Mortgage,Reverse mortgage,"Loan servicing, payments, escrow account",,,,"Fidelity National Financial, Inc",NV,,Referral,2015-01-07,Closed with explanation,Yes,No,1176946
2014-12-31,Mortgage,VA mortgage,"Application, originator, mortgage broker",,,,Bank of America,ND,58201,Web,2014-12-31,Closed with non-monetary relief,Yes,No,1177260
2014-12-31,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",,,,Citibank,TX,77386,Web,2014-12-31,Closed with explanation,Yes,No,1177324
2014-12-31,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase,TX,76513,Web,2015-01-01,Closed with explanation,Yes,No,1177920
2014-12-31,Payday loan,,Can\'t stop charges to bank account,,,,"Enova International, Inc.",FL,33033,Web,2014-12-31,Closed with non-monetary relief,Yes,No,1176867
2014-12-31,Payday loan,,Charged fees or interest I didn\'t expect,,,,"Enova International, Inc.",VA,24630,Web,2014-12-31,Closed with explanation,Yes,No,1176733
2014-12-31,Payday loan,,Charged fees or interest I didn\'t expect,,,,Global Trust Management LLC,MI,48038,Web,2015-01-07,Closed with explanation,Yes,Yes,1177225
2014-12-31,Payday loan,,Payment to acct not credited,,,,"GVA Holdings, LLC",GA,31088,Web,2015-01-07,Closed with monetary relief,Yes,No,1176513
2014-12-31,Prepaid card,General purpose card,Fees,,,,PayPal,FL,32456,Web,2015-02-05,Closed with explanation,Yes,No,1177054
2014-12-31,Prepaid card,General purpose card,"Managing, opening, or closing account",,,,"NetSpend Corporation,  a TSYS Company",TN,38106,Phone,2015-01-07,Closed with explanation,Yes,No,1177287
2014-12-31,Student loan,Non-federal student loan,Can\'t repay my loan,,,,Higher Education Student Assistance Authority (HESAA),NJ,8816,Web,2015-01-07,Closed with explanation,Yes,Yes,1178058
2014-12-31,Student loan,Non-federal student loan,Can\'t repay my loan,,,,"National Enterprise Systems, Inc.",MD,20653,Web,2015-01-07,Closed with explanation,Yes,No,1176535
2014-12-31,Student loan,Non-federal student loan,Can\'t repay my loan,,,,Navient,MD,20707,Web,2014-12-31,Closed with explanation,Yes,No,1177521
2014-12-31,Student loan,Non-federal student loan,Can\'t repay my loan,,,,Navient,WA,98312,Web,2014-12-31,Closed with non-monetary relief,Yes,No,1176966
2014-12-31,Student loan,Non-federal student loan,Dealing with my lender or servicer,,,,Transworld Systems Inc.,FL,32707,Web,2014-12-31,Closed with explanation,Yes,No,1176853
2014-12-31,Student loan,Non-federal student loan,Dealing with my lender or servicer,,,,Wells Fargo,,,Web,2014-12-31,Closed with explanation,Yes,Yes,1177825
2015-09-18,Money transfers,International money transfer,Fraud or scam,,,Company believes the complaint is the result of a misunderstanding,Intermex Wire Transfer,VA,23502,Phone,2015-09-23,Closed with explanation,Yes,,1570688
2015-09-19,Money transfers,Domestic (US) money transfer,Fraud or scam,,,,MoneyGram,CA,923XX,Web,2015-09-19,In progress,Yes,,1571502
2015-09-19,Prepaid card,General purpose card,Fraud or scam,,,,SunTrust Bank,CA,921XX,Web,2015-09-23,In progress,Yes,,1571439
2015-09-20,Prepaid card,General purpose card,Fraud or scam,,,Company chooses not to provide a public response,U.S. Bancorp,NC,27587,Web,2015-09-23,Closed with monetary relief,Yes,,1571715
2015-09-21,Bank account or service,Checking account,Problems caused by my funds being low,,,,Bank of America,NY,14059,Web,2015-09-21,In progress,Yes,,1572078
2015-09-21,Money transfers,Domestic (US) money transfer,Fraud or scam,,,,JPMorgan Chase,NY,12303,Web,2015-09-21,Closed with explanation,Yes,,1571976
2015-09-21,Money transfers,Domestic (US) money transfer,Fraud or scam,,,,MoneyGram,TX,77469,Phone,2015-09-22,In progress,Yes,,1572282
2015-09-21,Money transfers,Domestic (US) money transfer,Other service issues,,,,MoneyGram,NC,283XX,Web,2015-09-21,In progress,Yes,,1573130
2015-09-21,Mortgage,Conventional adjustable mortgage (ARM),Credit decision / Underwriting,,,,RBS Citizens,PA,191XX,Web,2015-09-21,In progress,Yes,,1572311
2015-09-21,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,NJ,070XX,Web,2015-09-21,In progress,Yes,,1572889
2015-09-21,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,JPMorgan Chase,OH,442XX,Web,2015-09-21,In progress,Yes,,1572419
2015-09-21,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ocwen,MD,20748,Phone,2015-09-22,In progress,Yes,,1572367
2015-09-21,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ocwen,OH,435XX,Web,2015-09-21,Closed with explanation,Yes,,1572505
2015-09-21,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Wells Fargo,TX,750XX,Web,2015-09-24,In progress,Yes,,1573748
2015-09-21,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,"Bayview Loan Servicing, LLC",CA,945XX,Web,2015-09-21,In progress,Yes,,1572937
2015-09-21,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,"Select Portfolio Servicing, Inc",CA,93449,Web,2015-09-24,Closed with explanation,Yes,,1571862
2015-09-21,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Bank of America,CA,92649,Web,2015-09-21,In progress,Yes,,1573068
2015-09-21,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Ditech Financial LLC,TX,781XX,Web,2015-09-21,In progress,Yes,,1572491
2015-09-21,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Wells Fargo,CA,95822,Phone,2015-09-22,In progress,Yes,,1573370
2015-09-21,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,Company chooses not to provide a public response,Wells Fargo,NV,89130,Web,2015-09-21,Closed with explanation,Yes,,1572398
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33173,Web,2015-09-22,In progress,Yes,,1573269
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Citibank,PR,006XX,Web,2015-09-21,In progress,Yes,,1572599
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase,FL,33165,Web,2015-09-21,In progress,Yes,,1573401
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,FL,302XX,Web,2015-09-21,Closed with explanation,Yes,,1572340
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",FL,330XX,Web,2015-09-21,Closed with non-monetary relief,Yes,,1573361
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo,LA,70363,Phone,2015-09-22,In progress,Yes,,1572914
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo,NJ,8701,Web,2015-09-21,In progress,Yes,,1571854
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,Company believes it acted appropriately as authorized by contract or law,USAA Savings,VA,23456,Web,2015-09-21,Closed with explanation,Yes,,1572619
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,Company chooses not to provide a public response,BB&T Financial,NC,28077,Web,2015-09-25,Closed with explanation,Yes,,1572987
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,Company chooses not to provide a public response,U.S. Bancorp,CA,940XX,Web,2015-09-21,Closed with non-monetary relief,Yes,,1572562
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"AmeriHome Mortgage Company, LLC",FL,334XX,Web,2015-09-21,Closed with explanation,Yes,,1572097
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"AmeriHome Mortgage Company, LLC",VA,201XX,Web,2015-09-21,Closed with explanation,Yes,,1572239
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,WA,990XX,Web,2015-09-21,In progress,Yes,,1572611
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Carrington Mortgage,FL,349XX,Web,2015-09-21,In progress,Yes,,1572883
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Citibank,GA,300XX,Web,2015-09-21,In progress,Yes,,1572895
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Fifth Third Bank,IL,60071,Web,2015-09-21,Closed with explanation,Yes,,1572446
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase,MI,490XX,Web,2015-09-21,Closed with explanation,Yes,,1572626
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase,VA,24521,Web,2015-09-21,Closed with explanation,Yes,Yes,1572194
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,AZ,85044,Web,2015-09-21,Closed with explanation,Yes,,1572303
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,PNC Bank,MD,20874,Web,2015-09-21,Closed,Yes,,1573389
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Primary Residential Mortgage,NJ,077XX,Web,2015-09-28,In progress,Yes,,1572657
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Provident Funding,NJ,7760,Web,2015-09-21,Closed with explanation,Yes,Yes,1573107
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Seterus,MO,640XX,Web,2015-09-21,Closed with explanation,Yes,,1572691
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Seterus,NJ,7731,Phone,2015-09-22,Closed with explanation,Yes,,1571859
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo,VA,222XX,Web,2015-09-21,In progress,Yes,,1572661
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,Company believes it acted appropriately as authorized by contract or law,Ditech Financial LLC,CO,80110,Web,2015-09-21,Closed with explanation,Yes,,1572134
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,Company believes it acted appropriately as authorized by contract or law,Ditech Financial LLC,WA,993XX,Web,2015-09-21,Closed with explanation,Yes,,1572421
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,Company believes it acted appropriately as authorized by contract or law,Lender Live,WA,986XX,Web,2015-09-21,Closed with explanation,Yes,,1572481
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,Company believes it acted appropriately as authorized by contract or law,Yale Mortgage Corporation,FL,330XX,Web,2015-09-25,Closed with explanation,Yes,,1573362
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,Company chooses not to provide a public response,"Capital Markets Cooporative, LLC",MO,630XX,Web,2015-09-21,Closed with explanation,Yes,,1572911
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,Company chooses not to provide a public response,Citibank,MS,39042,Web,2015-09-22,Closed with non-monetary relief,Yes,,1573733
2015-09-21,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,Company chooses not to provide a public response,Wells Fargo,CA,912XX,Web,2015-09-21,Closed with explanation,Yes,,1572960
2015-09-21,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Seterus,TX,762XX,Web,2015-09-21,In progress,Yes,,1572735
2015-09-21,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,First American Title Insurance Company,CA,935XX,Web,2015-09-24,Closed with explanation,Yes,,1573770
